Pop1E,MaleE,FemE,Hsp1E,NHspE,WtNHE,BlNHE,AIANNHE,AsnNHE,NHPINHE,OthNHE,Rc2plNHE,BoroCode,Shape_Leng,Shape_Area
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,32849.0273674,33461446.583700005
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,14312.5049112,9982321.61811
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,39387.6326877,10106059.5247
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,25719.2901622,30785525.8165
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,27121.6752991,27932137.9551
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,23685.2070277,23135495.432200003
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,22214.0792314,14291819.9444
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,11280.7390606,4222370.92529
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,26160.9873853,33073254.0453
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,42345.5534557,70537629.8709
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,24203.993149600003,11552049.3466
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,67164.8709595,60811778.3978
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,39756.7170959,32897687.2664
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,32721.0972934,38312378.7422
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,40095.2356126,29671751.951
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,16464.3992533,11542574.0554
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,6258.49008505,1863712.12146
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,16428.1102572,9996877.32456
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,18102.9685664,14566585.0064
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,25102.6270141,29055660.916699998
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,67458.3118783,66709670.3218
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,29455.0837062,26502799.8279
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,49209.0296394,47501301.57540001
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,22083.4234592,24025748.2771
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,11725.2461047,6339738.9994
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,20755.6379171,15978392.2166
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,30149.111625899997,35416337.7121
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,24197.4181415,20053793.0198
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,28158.2104288,21304892.424200002
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,31089.6617315,24378886.8162
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,51882.3068328,68149461.0396
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,30570.846016199997,23733661.7113
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,14627.5017594,9989377.55306
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,25001.4902557,29119072.894
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,24418.567613899995,28763853.7419
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,21908.3884789,19770955.739
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,23276.2090214,24121898.873900004
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,22055.8320771,18387355.0992
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,31993.779691599997,27207437.7154
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,28376.5005507,31659932.7074
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,28711.0003115,26104504.8437
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,18682.2650608,16653939.7417
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,16654.6859918,13138095.6198
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,25635.3385327,27907173.204899997
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,29722.6976672,31529168.105100002
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,36564.358077,46453841.9053
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,21672.4148921,18977686.1882
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,43184.77281540001,52266211.2654
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,54240.4870054,56395309.7959
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,31838.0542558,42102083.9343
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,48626.2096497,60475222.2948
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,26872.2149219,21745194.1736
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,44446.2387314,19245020.2043
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,33235.6144991,24024170.8588
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,31252.1644935,22904661.2315
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,40597.2781543,54337180.5023
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,61473.3232936,55241396.9518
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,30770.9094022,38542563.309
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,12917.2800852,7379039.8614300005
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,36075.2581008,57953604.1125
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,29484.7879712,24010777.128699996
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,23284.8140224,17534196.383
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,16461.0789457,8463972.36796
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,14563.7381599,6957321.37097
24392.105263157893,11824.894736842105,12567.21052631579,3979.0526315789475,20413.052631578947,15949.21052631579,2309.2631578947367,26.63157894736842,1835.2631578947369,0.0,60.421052631578945,232.26315789473685,5.0,14816.104454599998,9864873.50236
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,28347.5466923,33196055.8932
24392.105263157893,11824.894736842105,12567.21052631579,3979.0526315789475,20413.052631578947,15949.21052631579,2309.2631578947367,26.63157894736842,1835.2631578947369,0.0,60.421052631578945,232.26315789473685,5.0,44304.7613848,68122138.9666
24392.105263157893,11824.894736842105,12567.21052631579,3979.0526315789475,20413.052631578947,15949.21052631579,2309.2631578947367,26.63157894736842,1835.2631578947369,0.0,60.421052631578945,232.26315789473685,5.0,33945.4202907,47758768.5386
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,33404.1387431,45421116.813700005
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,41557.4902549,30006442.328200005
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,12096.890854,7526916.45215
24392.105263157893,11824.894736842105,12567.21052631579,3979.0526315789475,20413.052631578947,15949.21052631579,2309.2631578947367,26.63157894736842,1835.2631578947369,0.0,60.421052631578945,232.26315789473685,5.0,43111.4120145,80113138.3202
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,31840.7727999,34880660.5845
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,36857.7899733,25835766.1982
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,32821.0633932,33835199.9393
24392.105263157893,11824.894736842105,12567.21052631579,3979.0526315789475,20413.052631578947,15949.21052631579,2309.2631578947367,26.63157894736842,1835.2631578947369,0.0,60.421052631578945,232.26315789473685,5.0,41465.4300279,23377914.7603
24392.105263157893,11824.894736842105,12567.21052631579,3979.0526315789475,20413.052631578947,15949.21052631579,2309.2631578947367,26.63157894736842,1835.2631578947369,0.0,60.421052631578945,232.26315789473685,5.0,67426.8932748,116746800.922
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,18789.0223745,21101598.4551
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,28914.1722357,35321852.2888
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,12973.1279208,10605561.7407
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,17103.363129,15984382.9696
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,26098.0513913,23790626.0591
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,16624.4627893,14441227.6377
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,16968.1030104,4905120.41555
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,34651.527343,18382315.8397
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,15718.876739599998,13050500.441
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,27245.5892652,7752363.86141
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,33067.8272172,31227049.9902
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,15889.670132,8100960.00049
24392.105263157893,11824.894736842105,12567.21052631579,3979.0526315789475,20413.052631578947,15949.21052631579,2309.2631578947367,26.63157894736842,1835.2631578947369,0.0,60.421052631578945,232.26315789473685,5.0,4743.12812675,635701.967583
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,22923.7455112,24469310.8751
48368.27450980392,22772.70588235294,25595.56862745098,9552.882352941177,38815.39215686275,17232.49019607843,15848.333333333334,74.6470588235294,4902.098039215686,12.470588235294118,218.2941176470588,527.0588235294117,3.0,9226.10071533,4276575.27415
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,73875.0861483,52604804.0465
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,37430.317447,45038858.6373
35940.13157894737,16836.236842105263,19103.894736842107,18900.105263157893,17040.026315789473,4118.131578947368,10984.315789473685,74.8157894736842,1247.3947368421052,2.710526315789474,294.3157894736842,318.3421052631579,2.0,20683.484157,12189729.3358
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,23347.4043037,14437615.8034
54598.10344827586,25665.620689655174,28932.48275862069,14033.51724137931,40564.58620689655,26089.344827586207,7214.0,61.3448275862069,6043.172413793103,10.206896551724139,215.68965517241378,930.8275862068965,1.0,20537.2051943,10007466.9247
37916.706896551725,18330.862068965518,19585.844827586207,10226.551724137931,27690.155172413793,10842.775862068966,6816.172413793103,108.44827586206897,8698.0,12.620689655172415,672.3103448275862,539.8275862068965,4.0,27112.8052247,39315143.6312
