ntacode,2010/1/1,2010/10/1,2010/11/1,2010/12/1,2010/2/1,2010/3/1,2010/4/1,2010/5/1,2010/6/1,2010/7/1,2010/8/1,2010/9/1,2011/1/1,2011/10/1,2011/11/1,2011/12/1,2011/2/1,2011/3/1,2011/4/1,2011/5/1,2011/6/1,2011/7/1,2011/8/1,2011/9/1,2012/1/1,2012/10/1,2012/11/1,2012/12/1,2012/2/1,2012/3/1,2012/4/1,2012/5/1,2012/6/1,2012/7/1,2012/8/1,2012/9/1,2013/1/1,2013/10/1,2013/11/1,2013/12/1,2013/2/1,2013/3/1,2013/4/1,2013/5/1,2013/6/1,2013/7/1,2013/8/1,2013/9/1,2014/1/1,2014/10/1,2014/11/1,2014/12/1,2014/2/1,2014/3/1,2014/4/1,2014/5/1,2014/6/1,2014/7/1,2014/8/1,2014/9/1,2015/1/1,2015/10/1,2015/11/1,2015/12/1,2015/2/1,2015/3/1,2015/4/1,2015/5/1,2015/6/1,2015/7/1,2015/8/1,2015/9/1,2016/1/1,2016/10/1,2016/11/1,2016/12/1,2016/2/1,2016/3/1,2016/4/1,2016/5/1,2016/6/1,2016/7/1,2016/8/1,2016/9/1,2017/1/1,2017/10/1,2017/11/1,2017/12/1,2017/2/1,2017/3/1,2017/4/1,2017/5/1,2017/6/1,2017/7/1,2017/8/1,2017/9/1,2018/1/1,2018/10/1,2018/11/1,2018/12/1,2018/2/1,2018/3/1,2018/4/1,2018/5/1,2018/6/1,2018/7/1,2018/8/1,2018/9/1,2019/1/1,2019/10/1,2019/11/1,2019/12/1,2019/2/1,2019/3/1,2019/4/1,2019/5/1,2019/6/1,2019/7/1,2019/8/1,2019/9/1,2020/1/1,2020/10/1,2020/11/1,2020/12/1,2020/2/1,2020/3/1,2020/4/1,2020/5/1,2020/6/1,2020/7/1,2020/8/1,2020/9/1,2021/1/1,2021/10/1,2021/11/1,2021/12/1,2021/2/1,2021/3/1,2021/4/1,2021/5/1,2021/6/1,2021/7/1,2021/8/1,2021/9/1,2022/1/1,2022/10/1,2022/11/1,2022/12/1,2022/2/1,2022/3/1,2022/4/1,2022/5/1,2022/6/1,2022/7/1,2022/8/1,2022/9/1,gentrification
BK78,399293.5541897108,429849.30225470365,439060.20963254303,315263.81983581523,475800.9566314555,459711.71742501465,614100.8062333721,551763.3618852147,574438.1766159842,599193.562939917,601065.7477823726,322161.6915725088,447252.9165313187,340577.88685585535,384180.3277742592,421882.5482607252,505295.8157263305,391561.36393382645,536484.1472716235,445338.7250523053,445025.38350693777,411726.3738601706,348758.739655977,419889.4427568,471397.30835080316,345259.39922378864,450486.33511708665,602270.3668060683,426939.17712828156,504561.6473117731,441549.29172599607,328198.96803375846,413598.47776284575,274108.70825576305,504713.0003674153,582543.0770505317,531796.9197131079,562174.7783553527,581359.1194037042,504120.4735889501,501093.355810678,509861.59329084714,649846.596694322,613146.4402865581,589269.6555389939,663265.0048306931,538041.6806030119,547923.6002769162,625584.3339826583,631883.0484100519,620722.8730197105,656488.3202346449,556121.8365514427,635775.4698395213,715349.3130322878,667627.4373488204,696887.4750521705,690109.0200549789,734985.8074378851,677685.2859883229,543180.7759985547,796100.8769328323,736109.6484678857,721751.4153378643,591983.2162627731,590421.9381374799,657462.0848539453,782445.1134187345,794680.7384701917,720614.7382478397,800317.1884744318,730005.9072410255,623793.4520422114,806602.2881097688,644695.6804678938,835469.1347051787,783102.1843774278,819451.7116492776,731249.4726231372,853151.3699017777,792540.7325397913,818907.0796693077,968795.1717879826,767698.9861670437,776844.738625912,1041798.0775722424,1007266.5711811043,866707.8955443659,848398.2958013776,840429.0211535583,661165.3331684105,754489.5224380665,849871.702438093,854692.2447464687,1060117.2476309873,847207.5080255752,677247.7314256858,1008376.8858172075,810568.1459959871,867128.3230334716,811105.1998271652,849999.9999999998,908024.7839177301,868336.3454804166,901586.5839090383,901664.599532187,990500.1112842911,975950.0530844317,921595.1816160656,817256.702401377,898260.4044337932,753398.3465360726,770503.6215800564,1021601.7041986205,866534.8453399217,873021.6414508015,921428.1806962619,854806.2317516569,652109.4856798797,820791.6676954405,753666.0411494573,975084.9329417717,920341.1368768188,760999.0158717623,838193.4156987111,673095.2755684085,650006.0734306829,1050376.2678951817,1167561.1363575289,900459.7237697839,788828.7031158792,960733.7274384182,721065.7791503016,1068637.7341240584,972323.3457818921,916237.8981068057,689922.8527517266,815188.8195136716,892419.0588241094,958312.8514165941,919244.8816480166,949124.8669411116,934408.0234732511,906130.850961788,834701.779618358,904594.5274191002,877655.6124957424,820738.6772795473,862579.0256170682,894961.9082342129,961149.6809973416,975369.3236000021,1197836.3126616064,1020013.0330334052,1014370.1965349191,1034121.8941384021,0
BK79,342690.36953383556,492352.9903466832,432478.52149689355,220409.91849233437,407596.3223896275,454275.5676434062,503021.14698962506,425871.08056668297,429635.6303422761,481917.3737849629,443972.4306752748,493002.0314243386,516260.25404862466,437648.95351861115,556908.0793118228,605294.8808647469,522207.4347432868,527001.9059909259,549642.2930505957,488901.66560024745,403132.0314364016,501767.49137955566,458180.43332773575,472282.77276722086,442710.50832896784,459349.3766762081,493369.19655661756,565697.4477450555,522234.504127696,514743.6167275866,471367.61621532054,461419.77888041263,515933.60735109664,542554.3716175684,487764.7276580758,459835.24372470577,429944.6800983491,529374.1106500546,433278.8829476274,490465.0927100605,568451.3513742742,561002.8482741031,576196.633590992,542836.1051523854,342050.6345804464,452762.17195262073,560934.3647291696,539411.5427611509,463447.7211924556,445875.40395937074,506929.6198132414,531807.7855007091,568011.7298105399,567090.7449185338,518680.79503580293,508433.5416585122,623937.5788982817,469997.1377382127,580192.5053193793,486018.0889605023,568992.6875349721,644597.3880598648,695725.5496981731,723812.7029800422,513429.2535186278,726661.3282413387,539077.397085297,626632.5563763743,683782.7344407084,623578.5074206657,661643.1123112431,583312.1305954885,749541.8398849744,736308.0725914042,667355.1788022814,774038.2093449667,629588.403608438,733984.343558491,706556.4853014568,804135.7271831741,843974.5559215788,926933.5134528659,737134.0585186452,585462.3351054773,715563.0938865122,935000.0000000003,878236.8367156618,735178.1597226295,931057.829897701,883812.1286519351,723126.3574744745,797824.8486742622,997328.7168237525,933824.2181579673,954514.8495405661,976066.4236723229,807686.0506371032,943726.611430984,875593.9695398569,804543.6906631833,811090.8189017111,874999.9999999998,904161.9629492,867141.5794488578,900749.7430846286,969725.6265218572,935000.0000000008,891179.7145276971,899742.3088066649,824994.0384467272,785549.6692020138,838216.0620817766,796976.3406985996,669999.9999999999,904402.0849108358,886853.1358923963,982863.7431620917,908109.6453867289,991687.5915686159,947896.732615801,810600.3762933644,972617.186598058,884994.9059158049,693464.3994975593,778730.0854307084,1178977.1866704477,1032225.4725575591,1149088.9786959058,1115711.3517957425,815959.285136559,584685.245684693,787965.90627265,826920.2440541878,1115269.7665151062,960445.5039907106,831078.6625858147,844355.0781343936,958229.1402595772,816954.99105626,1063115.5470404113,1113253.9743735495,982479.8701926522,954515.5675598308,1053365.3191408971,764845.9700433793,982620.7061707197,791733.0046621189,939928.3799378868,886508.138329145,833662.1017232786,787553.1799837943,924175.40834573,809345.0163886505,987541.9585030302,895935.8031843649,948798.985081987,1
BK81,191939.4991304279,137043.16617017263,190061.01212355949,145290.37912693585,173161.8028969842,103863.67153587006,246869.47392383125,138691.6956008419,322359.73222773673,258029.62871755866,251976.52517450062,174786.45558903133,130842.62985839146,411368.4012917279,299124.9049347641,227160.39081664558,127209.13371929611,182495.1046996325,222363.55728279997,311222.4211741674,236591.5171509331,59357.75145003531,53865.958233013254,167595.9373376539,261914.03004084947,186183.94125575983,142524.41351629252,234505.67945317554,259666.4453286404,238011.36581051425,245822.7699263741,199980.54475426214,156149.9233746147,247325.99959941607,275604.56260489847,191082.85511336653,282843.86297876295,306308.23152181506,165401.60753102644,177995.5655450817,264336.45177824114,231962.64597698252,156572.3400305695,216258.25426746698,258760.00712845344,229395.9591746153,380304.40240013343,218526.47973174305,235314.7753582349,354439.3089432564,371988.7841937934,271164.4475501171,234797.2177129773,232713.97680063522,206979.9156481154,417688.67622224713,314139.3209101071,170568.0992866808,285434.100537804,345941.8927003633,290169.8518107045,405737.9421542579,282621.0917424916,316999.99715663167,268127.5532104083,328513.71626897145,297208.6763984778,240770.06209954206,196121.67711590568,318768.2705246889,244559.353438784,256310.5543795206,371711.3345894158,538963.6390893031,349134.7186235377,422879.61414986127,382882.08172442636,366593.52912757045,291263.512270398,329132.98151199846,356604.82342007244,151368.1823878875,373089.97210104926,369927.47726306744,480859.1344945942,558478.8848978403,331312.90339549363,351829.71314308257,346060.13343545597,479417.86414776696,545202.500044332,451442.15365587885,279833.21360487456,425659.70078203833,408263.66065447824,586236.6227783562,347881.04650002264,316038.89810581005,-1.3969838619232178e-09,324653.3979072331,502480.10592991917,392995.8282255709,408072.0953889466,694612.0093142238,538321.7134670164,567419.6161105817,634400.3348637568,552646.7351151274,402982.2096309642,518063.5390029553,550489.324793423,410103.86932889617,399912.1030362593,729749.871004726,409683.34979659464,586285.9176516149,520820.94416996674,555431.3723127554,580604.3419917529,578432.222850917,631368.5343237747,328683.6380654297,130230.85315368391,218464.24745673733,488296.89935090917,136558.93272931484,18394.356840702327,286763.0629665505,471066.42297934636,79955.45355086515,52485.43177837512,459750.84556657635,325295.9569965912,619026.7283840035,467986.94523981865,528152.8241924522,352217.9764729121,437903.29866857035,646584.6672630223,614550.5851028535,569077.2900028484,669191.0011249514,666740.3126818913,486312.54327576386,459602.7673995098,462533.7579578904,443325.6417774168,415314.49177621375,679904.9631103129,514646.00348757254,382992.3664484136,542405.6052845719,571609.1509246889,560116.6923501273,501172.6623620542,516235.53998719784,1
BK82,316328.1310991708,312781.7025968092,299756.74196648196,320787.5512534624,386428.4316247306,306276.3543202353,325122.0680723959,343954.84431301913,282431.9740890267,244486.9541770398,337565.3550310177,301616.3259974344,300866.5436625214,311731.21445752506,292508.7210561787,342643.38685145543,260285.95059613773,292804.62319089693,323852.65612957254,278919.63192619954,287150.45389160345,236131.13028744113,257066.33316492103,292729.40805133915,314978.40900552284,267563.1871163119,300579.848293233,316605.70078541007,332209.0917264015,336456.17168136034,224807.81254778823,254173.49714302522,285077.49743890355,240484.10535288177,355410.044732935,336041.2581232659,374937.12305847974,323518.3462698659,388716.7705674248,378256.6516523202,302104.00705548446,320898.07272499637,363902.22107402544,346494.45257660316,326287.13130114746,318075.2001345996,354231.8696447434,336774.1660047051,342402.67582868267,335141.57844317117,347197.66071362223,394396.4033372567,353132.097192426,364199.8086209148,338376.9661058251,298663.6825248138,382873.10474848695,359943.5848048504,401828.4405964998,305098.38671495335,359935.5665439965,412610.91082717397,486712.3572164875,418230.77837261197,389785.85575685767,413272.0573438508,388424.7827904839,372096.2202921394,418962.799429766,419708.1785047094,423059.99770955543,375397.568582278,367000.0000000006,449479.996281352,482956.6905018075,440198.53031469265,390163.44509702397,416798.34701639775,403216.95382262394,387787.76621322153,444436.68799684546,365919.8363435233,384397.1279611591,467246.1257380579,564658.7539696591,635106.3377506551,537895.4425074821,471477.6681135454,464489.8819133529,506396.4350179676,445075.170892354,480785.10531735583,459706.9086014314,469658.4319836494,465088.41523718875,510330.0354171881,497437.962522833,597608.5234619739,558213.6374159618,560232.4222430584,493957.24889817706,490000.00000000116,531943.653068327,559541.4157378701,522815.0161576057,533746.5281496388,590298.6904778266,566641.7791460222,556749.5778703998,505870.8825446365,469448.4424651312,502827.95118855825,578496.2229877131,619003.7770122874,579434.7536221015,577478.7466295176,603670.3341631726,544150.5837508505,588410.9400572121,583086.5842741433,492286.9574574627,772030.7053080698,680588.0277654633,651055.9879067235,521372.94782728597,665187.6418385915,656173.9830536726,616557.7047864322,714153.9963930382,692983.2893074965,477972.01211730076,753035.7627546419,621943.8860806102,677885.155380289,638222.7544922722,651844.3706340031,538061.7430281313,607616.7496122089,664692.6935274495,682828.5340205646,755062.8896546526,711279.1285835268,655342.9547089508,769063.3909978577,549107.2936219648,638395.6931745824,690141.618540502,564055.3256147624,658346.0551787046,657350.5061062495,693537.2753198686,700691.0029678611,787011.6367766336,679725.2713430151,702467.9665810425,708561.2328651013,1
BK83,287491.5401365694,296113.570138737,307850.0069575124,317786.2620547349,343577.699416399,239782.09929761098,277936.0868036732,260480.97596371136,236618.12950294497,187792.1818135607,308918.2418859447,332103.7677565989,366610.2408275888,323416.939705387,340571.18138433783,344191.3730932963,322804.1860802275,308452.3065948413,332606.2397755487,330233.8151391074,307396.2264867478,232905.68782876345,252620.08288787687,345072.31132414634,327506.3694260961,306214.86148040247,275570.1825735801,334885.12028336537,354151.65087696497,331431.09709313745,377808.84279092,343745.3924987704,287120.61056271254,277437.8644790634,314945.42099834606,352276.9061268314,337942.2261846401,359110.72494208184,340584.7324364629,367227.9772963368,347209.6122612533,344145.75800746446,336885.9690607765,336099.3877382688,357285.90628393413,301652.92094870773,376229.327324454,322840.54944130767,318241.2874546724,392383.4836981951,381660.9792817314,377551.1498400537,376726.5434758942,325202.2537351597,359316.28371817525,372518.75940995873,376654.16208803665,333842.1388163667,410273.78273121465,399389.1527191542,406681.29822383315,360284.2763327162,433163.2271800425,407408.0074647382,403720.19409067003,415871.19951682194,395732.2907164315,417321.40439881966,395485.7253829359,319580.71035602037,388121.6129921052,417761.2739503416,366999.99999999977,426159.7189328098,421685.3112492853,411124.02076519624,417114.7379448931,423182.9077148264,413966.2328273966,426540.1510336287,405169.7898566369,441667.54789533623,413424.90692581114,475840.76673712744,474021.99266757676,592256.7758906442,564499.2069793309,473847.1100126384,474635.7617183516,508725.80016182846,457239.9079813379,486251.37335433875,493847.9606619351,476571.3311240161,555071.3844351954,533708.9190779456,475682.1464036788,592349.8760521938,572499.8151397924,583918.237656701,444607.18336753146,493021.39494683687,499499.99999999994,556278.343750394,626590.3306099034,503172.87915143964,616643.8020348485,577056.0721684126,502326.364276411,528402.8258181583,490665.9705802514,580997.0434218692,547965.068269036,519089.93743349396,611122.7092315633,620770.9994643475,624546.4708785728,575260.567067919,496910.1317711441,554593.8835627212,552288.1794603106,746242.0402249251,618415.8013495973,560780.8227407992,520547.4955530332,562736.9989834437,547414.2559952019,700549.0613716127,787687.2948624478,672200.8901063267,525121.8789110131,695990.0273587983,573864.6457355393,742566.8744930334,616589.9764089235,623460.8527937117,525027.8482529769,735208.9838327055,667215.7795393798,752009.9253540896,795083.38575247,750191.494701699,707163.1788099617,730397.2729431869,569139.6432869979,686644.6791449975,572026.0126037954,573751.0957182208,694117.2223657138,587183.4669963086,572418.1894733699,610105.0746368289,635566.0,716179.6870457586,633635.3109263016,686651.7217153886,0
BK85,325035.89669781487,317954.01896403165,374459.13620019925,288262.2660442619,303756.37019292987,337740.3373508198,320060.8164709783,306614.4452494072,344088.01641243236,209864.733109254,314469.2604103706,373749.3889899396,363978.82935145503,341972.32073638076,309726.5413958535,358200.9696064603,322220.81452388223,324339.9300013513,346747.66666214424,339792.2285179347,312818.7461821174,221914.5890379423,243862.34913974203,361445.76341395074,342478.680578308,319538.6394397874,270917.2903520848,292918.92486204574,339095.4908441184,335410.0749752978,315248.67631235684,296879.71544870513,245676.21144771366,282169.9725148774,348944.48238814936,351153.948461956,307849.50959310954,305140.4389528211,299213.1234344073,343216.9502894981,300687.10163928615,314390.8523746437,356684.20965932345,371353.58278700913,344831.48220275063,332025.51308340614,346487.3868016377,356846.0846737254,359660.5196118482,323955.9083705385,376402.2176818829,381641.78046580945,363556.71134947706,322834.85808339255,312657.3187415554,370791.53913070646,371974.5022110294,352244.1113232151,393515.08114990144,365818.11555260146,387352.8291997212,394404.239486965,387455.27197253436,396347.98166711687,355525.39525331045,366134.87849557376,366338.8189913962,425855.6473941597,393123.63816583407,370131.42243144783,439631.5743569906,403431.28870187537,407008.8434248844,414371.20095013303,391109.07778823713,418041.5735019774,444880.23683049943,426378.0547357878,382228.1901448263,426000.1024035615,416117.8592998227,449246.8247124861,408233.79366957064,437950.02232872637,461384.48414482764,566154.6976056345,500466.49777589843,586977.7294047975,375855.786790625,421852.6442964526,409400.0037910576,368473.7518036227,423000.5672737857,532841.4107384922,456843.74327165354,503192.43075495865,524028.19183521625,635381.3694141768,551087.1878159146,560818.7560440302,472422.24985824205,485334.98602731654,604559.9967704766,551445.9541601846,551465.5639686655,595615.3133160912,536999.6708543573,576514.3921243905,508597.089056729,504561.03535133554,573397.688763548,531902.0254510603,523151.00250553637,594770.9435706018,553594.9698280836,597974.4392608576,576747.4734644915,550719.1921555678,516605.39011761727,568946.5495675453,560694.2204089247,724772.5676647915,681207.9278196774,617101.2082489006,501087.01718029974,647724.9921775679,565569.5499974241,643264.956585018,775259.2990004097,692678.9858234932,505260.8367517122,636327.8358343358,588157.4024639854,717820.8633546366,629484.0275991317,690802.1356359087,544362.8669289667,654740.208609692,650841.2554648893,756571.143142861,751543.7333774307,715996.8430629943,702221.6278511258,817090.3664823123,633940.1074136235,620430.2912060753,580291.0576846403,570010.7450166984,702856.9170624374,689027.2720676432,704517.5597178735,706662.2262018175,647157.3648617342,737703.4375152692,650158.7425159316,721222.5209778574,1
BK88,599303.457984323,593981.2730663671,586872.2462321226,562138.3334648409,663871.949268192,507077.5406979973,568022.4345610307,631622.7053952045,678843.0554676739,631032.4250196333,627164.8887449394,673102.1746258981,679338.4075845309,616371.8817572636,610871.826746908,637490.5050973241,645144.0415252673,623195.354904823,554323.4845789481,616348.182824134,671484.1525501591,588749.3648781405,585734.7326320221,610687.2270107012,675399.3341301352,625993.236561828,621985.5101711625,629858.8345828027,696505.9189754463,634251.9258497469,718932.8876833622,717359.110880607,692318.1547027968,686991.4865963603,669512.5013644816,714580.0219013905,562891.4512924294,679661.2561220425,669363.4905120131,690088.3997105352,685834.3242512972,671518.9697920985,744354.3325178287,705294.3444090539,719722.0040004826,719448.4194000943,667618.5319943187,764495.1312040344,624860.2661053558,785352.5842537963,743965.8439750238,775791.6718163087,655283.0352490305,765928.9602329412,747835.1543057524,743737.0599375174,748016.8940017079,711610.0388924269,729545.7546747375,893464.0066853896,710653.2141082145,829690.6069628355,946384.3745434657,961074.6917715276,775856.4266445586,784830.4768881296,738854.5771742564,835587.442460071,804294.8147829259,756606.5942546739,759454.4270227214,844004.8536452284,843294.0172865492,1037175.6111157641,1015820.9003391817,905999.9665001975,743771.6267951857,960547.9369757557,988236.6732719473,891166.1861153425,987542.1966168091,883910.9481094005,868083.5995522861,983108.8473649463,902183.3541540509,918970.1188792535,970034.8179173539,961021.8221604619,839367.9735491783,952847.4386249464,863440.4963942347,912358.2866500255,979603.4263856234,838567.3426314519,880902.7287013076,1092233.9369329647,831922.2682109262,1200163.4001226013,1108074.8132322067,999915.1050132624,893742.8760378312,972255.6718028877,849532.7986341731,1140156.9112297492,1117179.0955993868,881487.1080692548,1013981.9050194749,1068435.5622395556,875885.3762340022,1077470.2416786014,1029703.7615088748,980689.4966985435,879760.6474588373,1195385.6871358997,1076915.7380838345,1187579.8366586673,1299999.9999999988,1016514.5698565564,945864.6994604948,1106078.169015834,942812.6454647856,1000749.3997751477,1039214.0630195517,969795.6007884128,950405.8826308857,1043745.8241078724,1160449.455257265,1234636.9054652166,1210296.5305117634,998653.6041932504,868534.4334702546,1121108.2014720046,949658.5080773017,1297898.4980019093,1125171.9352933161,1107656.6387411135,989135.9959545714,1119524.9057816558,1072231.1743465052,1028997.2362021927,1077482.795602868,975995.0455843384,1013616.6482673865,1117154.4310484722,1100079.746998153,1123221.0529758043,1213964.00475469,1056111.493218683,1084024.929815584,1091245.8040467198,1042147.2070879304,1046690.4439906813,1132708.1150152218,1000362.1215994156,1021055.6100470736,1189816.6237529279,1
BK90,667639.9591431401,615997.5142631661,564609.7395996605,585382.0847569619,589969.1235871594,666355.8458450137,660079.7475270462,711637.395335845,660678.2546725946,626412.3474505532,636870.368272328,640010.6026995749,597226.6161622345,583377.3427783176,610996.8478338958,572937.0130367001,601356.9241134601,633549.594321814,723906.0253057953,776228.6514773655,636778.161614534,526800.4263234038,581365.8233018286,550602.3771029676,537721.3950530345,697481.9056834262,665289.7732481814,665836.3464569213,363973.95662597776,600372.006613295,561368.6793529792,685789.4957152412,607589.8763372207,623985.8911630547,698654.1804370875,741910.8111836452,699377.8409386361,764876.3733842048,701733.8928745252,760641.0541624693,656710.8304990738,734117.438021085,763224.8827165383,791515.4247316292,663907.8024281715,650166.5974176092,694581.6070728314,687166.7218499617,814225.6264793441,864223.2854515704,786762.0842593228,821218.3895569753,731258.0849899736,761463.8557046434,848336.127227521,858781.2882289856,892854.6869327736,860889.1145950481,831047.8972110874,864509.9837918858,821140.2657237303,934082.698770379,1036201.0908295086,767333.2165201544,764232.4553762301,886224.675440023,939689.8030025878,976825.0546130755,882926.8070097242,852962.482235306,896141.4295254203,946907.534854922,891804.0182043143,1147419.0158196965,851054.4905352243,870318.1698554994,766214.0342153367,934508.720873872,961636.4493802341,1012983.4160704857,1051432.3838514157,910897.0348089889,1012362.7779502396,1028757.7657382428,877858.3131128472,944823.2344751991,1014512.729928856,1067679.7132229868,900233.6109250127,913017.7226135712,977093.4734942773,993769.8156698339,1083432.8919236483,852512.1111569114,995810.140326374,1009274.4440995199,1128737.227826856,1036193.647132871,908286.5379101674,1049536.3517566149,979920.4690375156,978729.8763935191,1043410.7113991941,1094112.7808906718,1080507.6095838582,1044143.0603263206,938780.6263180777,962555.7671991542,1035062.9056983558,1041007.21582851,939668.7977751256,870300.7862109009,928759.5525468371,991701.8036206462,1012227.7235355412,982037.5103507258,1152343.8584975724,1062727.4963948457,1088567.5078220973,985284.5302086954,1035168.1825523509,1155860.0357001254,921416.8966484948,927729.7167200211,901225.8783530288,1100694.8423844192,910697.2034112494,989645.5273149761,1282846.7903756693,987084.4062184324,1037211.4030416587,1156540.4702847595,974738.5110407546,1565183.0611918443,1072409.1808807664,1166308.9246516507,928666.3990396261,1064699.424321014,1003332.3037805858,1107374.846177125,1310340.8743905176,1199932.7988200083,1262450.4913190012,1419519.9784540038,1277671.116425407,1295019.8344217192,1067896.6151199564,1056385.4684190012,1137878.0599511322,1211550.907964094,1181944.4521470445,1254365.9792212283,1206422.0143927457,1379999.9999999998,1187967.652014683,1172591.9115112838,0
BK91,377548.0723796049,380508.35171122756,414965.1396967942,255936.8325361883,383630.6605696885,293546.8223418777,341032.1541253688,346182.10593513655,381900.7524447532,362596.4300930095,397249.8721582706,398261.6441416467,436112.7593931854,333894.2813559659,359813.04975784436,358987.9377451867,381644.8406109151,352833.5165214199,390587.44596073916,381283.66167912085,357498.5297373004,291229.7152017566,343001.9575876538,376138.6460951621,344863.50170385704,242757.56242567615,274819.56273527816,360482.29709861276,343232.876716828,345398.3426691499,350454.25415861723,336296.34723894723,348670.872993835,376090.40357104526,351443.92647466453,353087.29420524545,353703.79997262324,399567.962556152,395054.15313367115,401826.6327300709,332208.3186307213,348410.1283254884,330237.6081293243,342323.7468984387,392539.0523606909,372995.3537513984,428186.163764777,414614.90719036077,376321.43257078,378262.6731134391,439660.2405884224,403172.52988569747,413569.521715089,348470.77653392067,380103.52719697944,419304.0516974435,431873.8075033423,415932.828784825,458578.03827221337,406564.4036505497,413934.94433606823,397267.754388056,427063.4824256854,432689.1506833831,384105.96183554135,370645.53812128695,405766.4352390189,429402.3206191428,383819.67218780576,387524.77726104145,426888.29485281673,397711.85258525005,444981.1259950234,403624.1941740866,438593.25176455104,486840.67696853285,389571.502461545,445454.3140444493,411257.8191225447,429016.9805436818,453313.35075195023,395325.7926288927,503510.8385711296,503565.4930577903,430361.53380534303,464596.4234118848,489503.1929562867,553072.0129395236,407291.782557501,462278.469626804,414761.6056687968,446935.2485632245,435184.8946022446,505067.79963704385,519387.2259266838,551308.5384979921,526999.6049033867,537513.3390053527,543365.6478499372,604643.7127306168,536252.8734646558,507185.2746649532,461203.41632011416,532814.7253350468,553809.998533382,555371.676191601,554999.9999999995,611048.7684144513,526665.9911019863,554368.7847372832,513575.05683039245,551477.0207126369,447739.07755726966,519782.9283235797,536231.2791574327,543191.159429333,583902.5961726307,662025.5487134245,554753.6042225021,533241.0222121867,524302.2785892462,605918.794384111,580819.2354719068,576722.3521900016,493118.42384293204,556267.3387654016,578376.9661832291,611377.589186758,719256.9681194136,657525.5079144327,546363.9888472896,685810.6196170968,581375.9521817854,695139.4813082389,600136.1033707038,594245.0495967336,521729.88300886436,587931.5918543928,614668.7437062741,682465.0181766455,707559.0387885547,782547.6982738213,676057.4294972395,667124.7037202831,589891.6954703706,544126.306651739,571789.5124351882,565839.8646634701,571895.391319161,563084.8972082448,534925.1552900265,604701.3639068903,601040.2511980551,670858.7384202871,618465.0909220787,645222.0357943737,0
BK93,371185.5491464996,371629.86226346996,355146.9433801663,285691.8937333161,371002.81676992064,379637.60239123774,357706.42718886747,359334.2226962476,366914.2846772316,355631.3766270899,303064.52005848184,396677.9357960501,249920.00000000212,278211.86097167653,342722.34629989706,347211.201095697,289391.25669141853,422625.59033165395,293366.03073998244,290767.0220535708,391824.46499602974,337249.5510094423,313511.81167250493,314412.845648799,369918.9139954178,363080.62719333975,212569.72444936354,341986.10277882585,406000.207504383,293963.6459930969,357801.2724016879,317385.06207849685,333412.6322119861,343494.3249968289,337566.857803368,377220.5665333313,294675.4111903634,311089.96969460347,334691.09985573887,377004.25534344756,315026.1623214893,340654.307495466,410068.4556549783,265151.4869477587,389398.2137215643,482713.73674050346,334719.107790892,355710.1524573743,387410.64550301625,427652.9085916073,362043.96250009054,369368.5264257636,404617.9457555058,368393.9229391683,366407.40879514033,309390.90946269943,435722.96503968304,361878.9866264806,505244.3285227164,514382.66632404656,361376.159239439,463629.81506343663,456715.8476410309,390919.1977679924,422354.6888741263,511504.9304398217,329888.4415089366,475470.0513090773,535581.4877470207,611151.8282737038,415226.11347192456,439135.9860844248,415612.1799107153,359154.8832292739,437618.6062374131,604846.0578985978,422918.79767793114,369528.09369580145,507084.04238022794,402784.08935362566,392665.25097400893,397037.19621089095,380964.24980374676,449516.80352998816,388785.15828085673,438748.98420917,588936.6422161529,550285.6911613642,336847.96412488935,455160.1243169423,512288.6987409695,461948.73094303,614408.8552159162,487967.7389851577,469999.9999999986,510799.983269296,452997.95033197606,627063.1759041019,602214.3088386264,524690.5373198806,430948.86847131443,479897.4144246797,457927.79125869076,395595.304688492,484608.20512361743,427587.31220066384,504881.80374631216,584309.4626801201,450455.0574227815,499320.74328034744,572030.2946674365,588046.6085238719,496266.7904967738,677287.5759046671,728565.4047876857,631578.240497917,580542.7425697328,508018.69385177596,496842.8442939855,487293.9561659035,500136.40375109075,757665.355355931,659613.511606694,505744.0531215236,575039.0523313269,477348.7584967745,746570.1425212659,676614.1392799115,670407.0103406466,668860.2134298402,561997.1608812427,612830.703868076,609480.8977823356,443313.274316306,496544.0282987744,537320.9446204084,497861.400669403,463463.4535890685,710933.066057388,523327.53830497235,741531.5616084519,682614.2453153239,546221.6783227143,609850.1231136005,619704.3468201756,758890.6364447316,550847.637341088,433439.49498525786,563523.5654667618,735569.4364401754,520119.43176851585,595032.0500304482,701545.3907793945,664527.5597121384,666784.6779808706,606468.2081296399,0
