ntacode,2010/1/1,2010/10/1,2010/11/1,2010/12/1,2010/2/1,2010/3/1,2010/4/1,2010/5/1,2010/6/1,2010/7/1,2010/8/1,2010/9/1,2011/1/1,2011/10/1,2011/11/1,2011/12/1,2011/2/1,2011/3/1,2011/4/1,2011/5/1,2011/6/1,2011/7/1,2011/8/1,2011/9/1,2012/1/1,2012/10/1,2012/11/1,2012/12/1,2012/2/1,2012/3/1,2012/4/1,2012/5/1,2012/6/1,2012/7/1,2012/8/1,2012/9/1,2013/1/1,2013/10/1,2013/11/1,2013/12/1,2013/2/1,2013/3/1,2013/4/1,2013/5/1,2013/6/1,2013/7/1,2013/8/1,2013/9/1,2014/1/1,2014/10/1,2014/11/1,2014/12/1,2014/2/1,2014/3/1,2014/4/1,2014/5/1,2014/6/1,2014/7/1,2014/8/1,2014/9/1,2015/1/1,2015/10/1,2015/11/1,2015/12/1,2015/2/1,2015/3/1,2015/4/1,2015/5/1,2015/6/1,2015/7/1,2015/8/1,2015/9/1,2016/1/1,2016/10/1,2016/11/1,2016/12/1,2016/2/1,2016/3/1,2016/4/1,2016/5/1,2016/6/1,2016/7/1,2016/8/1,2016/9/1,2017/1/1,2017/10/1,2017/11/1,2017/12/1,2017/2/1,2017/3/1,2017/4/1,2017/5/1,2017/6/1,2017/7/1,2017/8/1,2017/9/1,2018/1/1,2018/10/1,2018/11/1,2018/12/1,2018/2/1,2018/3/1,2018/4/1,2018/5/1,2018/6/1,2018/7/1,2018/8/1,2018/9/1,2019/1/1,2019/10/1,2019/11/1,2019/12/1,2019/2/1,2019/3/1,2019/4/1,2019/5/1,2019/6/1,2019/7/1,2019/8/1,2019/9/1,2020/1/1,2020/10/1,2020/11/1,2020/12/1,2020/2/1,2020/3/1,2020/4/1,2020/5/1,2020/6/1,2020/7/1,2020/8/1,2020/9/1,2021/1/1,2021/10/1,2021/11/1,2021/12/1,2021/2/1,2021/3/1,2021/4/1,2021/5/1,2021/6/1,2021/7/1,2021/8/1,2021/9/1,2022/1/1,2022/10/1,2022/11/1,2022/12/1,2022/2/1,2022/3/1,2022/4/1,2022/5/1,2022/6/1,2022/7/1,2022/8/1,2022/9/1,gentrification
MN20,668077.5486656773,703844.2330241777,636618.1759649187,634486.4037382747,648663.2856476582,637297.1335829472,661965.274742859,667961.2457104078,694302.8469151593,675282.394742598,719310.4847034605,656811.464812062,638079.9792686084,623827.470730354,575403.0506309881,630759.7821174324,648033.5332849696,675079.4357848729,681221.8289148908,651532.6603940476,663975.9576476595,566882.3844299781,570265.1741056064,601028.4230546221,615223.9001601873,620316.0543715373,647136.4130204704,673381.1925351124,632903.8473625873,610926.0655222976,619883.0286340886,643700.3667082528,629984.4025503502,672157.5773463678,681899.2405965048,629643.6961833587,677795.1836224797,716960.5361845077,704824.1878316296,704540.0901009329,699183.909232195,683705.2840687055,725306.8940456952,710087.5213485478,685622.5769886918,703783.7893773519,670116.9336797652,715452.0187463496,728798.0343612616,733120.1217495139,715032.9280100677,662650.0023443953,701119.7544223404,721357.4831959379,752788.3602545185,741304.5675889901,716877.5124039811,701021.3521367513,726034.9816115313,741801.7016252712,694548.193025454,718526.7640891599,693671.6827741346,705304.2446833348,657104.466547845,710647.2766195541,692659.6726882008,721941.5256434018,710356.7986718996,722351.0875521835,730053.3058690778,699820.362181511,734051.6025423148,761041.4715862145,753211.7051401238,752140.687375144,692397.8065516006,749147.7097060443,767172.5168172561,756322.5154259691,809621.0773366988,739049.5924616173,754437.3894291878,731127.3322781482,801494.2666373333,729999.9999999991,809541.6613637272,785449.6774306332,784018.1452802907,743650.8216984643,780988.835168854,829264.7011533618,790458.3570798635,858427.2666170564,815310.4071369353,715219.5685914468,813965.204578221,818029.4752250686,804053.373781079,808681.3195435136,712353.0412775357,844675.4393153639,828514.1785344365,827852.5980595084,856424.8493467829,808122.132570432,789147.6377973843,865581.2882484486,754209.8313819416,763736.2461859945,734702.1611186166,716214.557917609,829156.4615540921,775009.413292785,785436.465968325,822659.792617402,834896.0514532804,743420.0040423073,759260.3837605114,739846.6606493909,752266.6189496178,683381.5825509746,658101.4380772922,651629.6454558449,739405.874733247,710434.1131164891,697968.5214257514,785403.7204256122,746881.4663754406,645543.7216819414,693222.2599913232,712206.5812601361,677090.167378398,814523.6435181303,814565.0811653467,797164.764623303,718009.7441181568,759549.0668156847,782657.2337640995,791859.1923866915,781600.7619197861,776496.3390583796,772060.4222508073,798686.0322875723,804354.8569999333,756874.0587721636,709665.9215015392,717439.7992624496,756915.5626803362,769924.616970007,878750.0000000009,738446.2582627835,763154.872977352,713073.7747788649,756360.4297525951,744488.6088011194,1
MN21,722237.5595044404,799757.9309282375,775698.428069049,812123.4502805773,768297.0795870709,695911.8089529866,700140.9637770432,785448.1935397568,751538.7432975865,753531.9211802846,760953.3394925725,771776.5198486983,850252.7919204811,770781.1650990902,862286.6285939256,736831.0212251652,749267.5316227238,700292.6709923374,765076.4934889696,774187.6968358754,786451.2887754221,746517.4202576507,835168.1301364045,837063.9627934586,715108.8590040125,777107.5125264425,809434.9457684782,839620.4208347006,844027.7576990719,812007.3630812627,833101.6152560383,829440.828522264,671806.0777674337,878747.8049422844,730328.10695641,831867.4943765198,872762.3856110789,760757.476318663,738124.9494744081,870191.5795634922,844949.2287343214,790166.1742577591,740131.8068609994,793558.6910205331,748041.1688533862,811454.7511091057,820192.2791746903,682386.9904607064,724796.7299836767,993587.322530595,995668.4946101945,883617.8630833172,746913.512788691,695979.4597026858,770245.054875629,746556.3809108192,813272.4829373527,915758.718959541,956620.9634749254,1063597.3419490005,928729.386744957,969823.6290049532,896428.9789018948,929331.0269335632,963429.0180525663,701258.231881671,922481.2934615597,910331.386629181,815945.1310611768,846122.1606392413,833027.1499985029,960085.2123222984,931246.9055664121,933021.9453133689,1010866.6424517527,909970.592219643,866755.7185559319,867549.9004894892,935366.1513010862,812258.2788407273,881478.9664315599,918253.2750240014,864999.9999999998,899134.2267739273,950681.8190541744,1086027.072156025,957912.6208452055,975803.15626365,947291.0554182751,988894.0452995223,913019.251529982,954679.1687423425,998798.6674696197,760014.0621692629,847874.6306153842,910395.829794095,1008956.8655425861,1354996.28759563,1182587.889171749,1022256.0789025393,849075.1439539926,1075931.5494611347,972255.9027279923,1102646.6844962118,1182528.4557625689,1089488.6525727925,974231.8689878,1332804.8576581134,1271180.1375917317,1202910.507570263,1105293.932174154,1041896.6836802143,1046796.57187546,1200251.5756859174,1747819.1714632474,1334803.889548031,1145217.0762873378,1103395.2078397763,1123889.5414060191,1191989.3711162426,995503.7079893678,1016803.3468944507,875858.695408355,875977.9511881215,1063559.9764485387,977139.9885127704,937877.444097082,1190200.7684051935,1181347.9497517636,894306.9603545398,1018679.002849065,1050931.675878495,1041331.368421538,1175727.5526118942,910766.0035361424,1004438.400556261,1006006.5231166421,1249890.629535299,1127150.6300702055,1126016.546246917,1205126.4382873583,1153373.8705390182,1254613.7371600694,1156857.1876672131,908856.8709030359,1039541.4126662479,1014777.2394943805,1009742.2385834939,943890.2933153148,1009314.922014186,1029184.9556771432,1034544.3920818336,1073737.475765276,1012842.0719726773,1003814.487133705,1090679.9596575971,1
MN22,700611.124798617,829172.6184815299,801249.9858030467,696249.4359227556,615134.05561323,670440.9101502136,756885.7050050903,846674.3400108701,849366.0028403195,832153.9134407527,718296.7147598455,587520.70407932,586914.8911023496,785500.0086999985,635146.9956823285,647691.150346373,639500.4041871934,736558.8004254611,693894.7535454024,743999.6663862485,679879.156551059,678653.3298839615,643251.3975247524,659583.4302798142,575557.6119313897,683938.2593953491,690439.2530045052,785108.4394280852,667790.3409436797,742261.4617219493,671567.0240459766,685611.7882746777,679846.2157007994,653698.1697388344,762312.9665136896,740779.4836421275,833583.0256844473,847720.3394236665,767839.9436915056,848432.0680699996,739351.8749507357,827065.0583510646,827502.0482366412,859886.4583690937,789414.3517854756,708690.2537852416,800931.895837727,740709.2974991727,819098.4086815689,844619.3837693677,912021.0514416229,821274.7332194193,781014.0034924252,859514.8921539978,851013.8026370815,814182.7017970206,897550.3872865565,832373.9520853256,839014.055502375,822741.9821334879,818275.5942517819,1027181.4752677957,801351.0673560818,887836.1125945239,757975.3842759749,703368.4115505429,937360.132939276,829559.75848329,998000.000000001,767071.1943603362,786472.2866096597,894751.3999205788,881642.4601352898,1094716.9833574067,907007.8041875884,958236.4727707657,881607.5994549504,862405.4333341601,1002752.7702172919,958576.3938826411,830876.6565965009,874999.9999999981,1011200.428731273,1103847.509575569,948809.7606786522,1120031.9754811814,642910.2594340133,1233447.178979326,970891.3590446741,1001411.1055045943,1093068.8871010584,1193668.4973587361,1063113.269550634,1036035.5374659381,1025000.0000000001,1110241.9900690443,998430.7253989747,731061.7851388542,884502.470195073,887412.344483901,1268200.1625774875,1412108.1451156205,1143008.2768428489,1390755.5162535487,1145567.5215538805,1167998.02290243,756595.68807682,1046474.2211980285,1073653.0139022656,934886.8438017394,994395.1486975013,809327.7235762277,925983.830210119,1019731.2789096514,1219782.115343484,782875.9962989837,862627.3229547682,822481.0724165661,917519.8488212528,903369.055262532,701679.7364058638,1500276.6871705991,1095708.0022190642,991270.8214825646,780111.8678113555,758632.4423185801,731347.5734340544,713138.7096408424,741278.5553979571,1091494.7710317657,1204697.0123519492,909052.568065599,951308.3042285866,1074889.5139561705,1069845.969276857,860736.6360014661,542407.6198731326,1011028.337456365,1088586.3663410991,1177040.7962452688,1085478.4879895481,940552.7507059928,1004510.2254337049,1084713.560936942,767530.7411057937,1069269.2603260993,1039890.0726808937,952410.7065865773,1038872.5874307078,994945.0261063038,1041515.5714385192,1082123.2091352637,1020537.6484731876,842443.6670890131,853695.5376077788,953592.896044224,0
MN28,612610.7850125134,567846.9086734325,607353.3354712348,616904.6273337025,675212.6483779734,708383.8716841559,576209.9491161653,729013.4707919696,578411.5447034275,436337.26093874895,695149.4593848014,603601.3773494158,477121.8997691053,529104.8416094547,497657.28870002786,541122.1137361684,505321.75416096137,473757.74237542547,568806.8089087001,519481.4358505511,561305.6707462531,445276.62159200566,491469.36138636124,559449.707945626,522643.3655009804,554905.6812767073,479608.8131591565,586149.5494331049,507548.3992550301,578930.6087227906,611807.5358284712,427823.1238828904,500168.54046671675,500736.2313789935,489445.30367662787,343960.9979416096,706525.8111430663,525063.4974024172,445560.9611375997,706407.0253044092,644041.1603304987,674974.9614872305,471196.0313770077,549000.2271262257,584693.9927409474,710288.8185914747,629275.6348484592,585588.3683377595,605727.2397484699,730705.819636492,609946.2963054731,308868.7242763925,602495.4770283307,688599.6779061757,626332.0798790919,540298.484634836,643499.7732397662,637052.7320210969,593124.4829594298,595215.2398303961,646668.7801835446,826183.282929127,738397.0761070806,904357.5995052671,673211.3841886759,572928.844673792,625795.9617958817,625032.327646707,714365.0842085939,649269.1021645953,708661.0207107994,678496.3187181951,846403.5337345486,770199.9648848525,733551.325215934,921929.0784047793,885181.5913874278,775937.2372232969,918037.1811512434,1053654.3608803926,779681.6470095271,872260.5552556622,677444.3756023024,789880.8065141148,745527.4580946432,933664.5079336728,943859.8960337357,1011784.2117789435,554140.7245787426,957798.8411991771,819428.0914877723,872089.0048330233,451690.36450915626,672714.509679174,643960.4612869779,905412.1143739359,993540.3171907857,739887.9999999988,940629.6966246234,845672.2439190415,851069.6065723653,982500.0000000002,986561.9847817863,738000.0,846182.3837355911,1366584.3129189955,1127796.5025280423,820799.846495417,1159480.6707937939,1355518.0015592156,1722824.3073878856,1176707.7305530466,1060768.3575564986,1198275.0562409328,1097369.5436075246,1194848.9953729897,1279869.8366657195,1350603.522989678,1036124.4900938196,1064718.3212388838,1085342.6039560814,721260.3455879113,736605.9094513924,368013.0619081554,1218539.9774069428,1102486.0043175158,942839.023002204,1019713.086715027,804425.3033907504,987593.7325043741,732205.4861765427,780685.2487790568,533232.6398966919,1268474.8309798588,1052290.472627693,1029169.1629468896,775474.4351464419,741987.7727631925,864871.2318210733,974916.2800543389,1026882.2393914615,1013999.2400246274,1049425.5327111022,1101430.8634831426,1236877.9206395224,1239804.9680827758,1012854.4810620677,940709.5529123354,1038903.4486662645,1190458.8013338766,1304292.9097793577,1365125.3138398207,1342156.787719792,1280139.6173215692,1084888.415419603,1159295.2900343018,0
MN32,958560.0151275075,1033678.1557482262,994878.6588061822,947525.274155115,1014683.4760414904,1030445.2890087032,1090451.2309967687,1024536.1851436448,1013311.4960582831,1106980.748090004,1004724.1342041979,1052452.0574217346,941601.3221465038,834658.7402802962,940227.3553118479,794619.7731235595,885004.5720749323,927008.1177627079,934055.3688551676,948541.1797867623,913815.8198845921,904471.6485649752,976604.7058666209,881219.4816599356,899246.1028566608,972164.1123712703,916230.2175623919,970835.9664422764,887381.3128773624,928266.2174242798,975093.7879142619,885598.4996426776,947828.3359928156,907565.4128186558,919017.2589279299,963540.8114707138,1003978.9360977412,955803.6935149459,967551.2745891493,933158.7092195933,893236.3796893908,930171.8643580049,929173.3636975996,983152.6649975037,959185.0737712004,1026634.3413497577,989487.8381567611,993116.6065047552,1082119.3509667956,1069193.4106059829,1045230.8287005626,970984.5480194578,940539.7181989774,982016.1444379104,975107.3782254655,1048385.3156950129,949249.8332988163,967455.2953680214,934064.1937944235,1011079.0105138876,974581.969258985,1142931.2897519614,1088435.486899416,1028252.3356546094,1002478.9327622061,1014937.6249326384,1129553.0501263835,1094257.0077796122,1070782.8311774216,1111484.0435230215,1097072.3907443609,1009788.3740116805,1019621.8066178309,1086881.768976117,1049263.3129760947,1048470.1229608592,1023676.5089580783,1138346.7238779962,1115004.8158947662,1095857.607606807,1146750.3894217492,1110373.7626986408,1102758.7961604714,1170785.9709304357,1061462.4519140837,1214073.485540933,1110014.7065973324,1092037.4949755468,991642.3923931941,1055436.7895816988,1005330.0774608806,1082188.503632382,1116268.7353331284,1044695.4668392597,1060196.0725501552,1082481.9570336512,1104505.3086104775,1120592.5307643842,1099346.0694749479,1066978.395961847,1018056.0667431587,1232316.6053770487,1217278.1489431052,1222449.4913596916,1163094.6441137525,1196951.3674922334,1127921.3259464893,1139601.0545987634,1038092.3970288333,1133283.7129549878,1082414.358516783,981078.149504672,982640.9342021155,1187017.9079736762,1086946.1322647445,1131909.7157872883,1224124.4029459425,1098378.9409180917,1102766.0237469324,1024892.4917206905,1063334.7697137778,1037263.6720777348,1098195.6906580157,988409.0167686383,1049951.5522061456,1103913.9744034288,1233058.2076339328,1234097.966617168,1144958.3758691787,1073866.0179206256,1127403.0077394356,1025892.6250090628,1006332.8958539465,1140240.230716129,1027079.2965446992,1134821.842015366,1041439.10107358,1119475.4905008068,1066256.3538876947,1097641.971434417,1227742.011787958,1224875.8725000462,1213326.0675510345,1199723.2918370725,1342607.4306125958,1144342.233571756,1050326.4371569655,1104489.7719049458,1077546.8965312876,1077381.887968357,1146842.116933046,1259319.3178743795,1203540.3136866237,1127826.1424624855,1159995.4093586293,1065379.88892121,1
MN35,366735.94998347596,379537.7811151769,401599.34462033457,330084.015685099,376962.44732495595,391087.0093731101,409696.11360052315,367700.9276444793,416456.62944003846,491743.8926742567,434569.9625307566,398100.85440765804,297798.46313166904,335338.5067252285,307042.3807322049,303122.84689130355,366036.18625154893,325437.53896540264,404001.2491901563,361112.0780833009,369655.776110964,354070.9389374141,350966.2915421075,348409.11141183705,296587.50203527964,351962.47842396254,343885.37985991855,380738.4929227161,286566.2147504867,346520.89058599295,379430.2320914284,318988.89937544486,285513.8852221931,423740.61622589023,429588.15203900577,400045.43776657904,380683.9598459724,396208.6951192476,407792.7705205721,361353.93322993204,385026.88599424675,363949.0941587868,409187.6833201389,418816.0870460757,453510.3677617189,434780.5820623705,424731.9206617756,465502.64281742764,372097.2232147068,447275.74397871445,454256.3833867265,402879.1033648675,426762.083734618,401902.8420632335,453764.9999999994,486126.0303490177,442730.96779231215,434246.69170601625,482169.83187296265,429573.47533008194,339847.70086992765,429689.84588083735,411748.19762982323,405247.2662894524,420575.7014321046,412302.7920134505,483416.5224657591,444996.55432114203,438034.2240986187,451038.04380107764,474182.86763023457,468400.35856262,411558.3203277474,537237.2263618866,427849.51119252236,436727.68066647375,375841.7601436165,425324.4598387638,472964.95942537615,493887.8161431942,478630.2493416238,496754.3458251616,596775.2318565629,510696.46634298266,425931.7979097818,558883.7388032564,413786.7279690542,500281.42421921424,453845.70756378653,502679.5354982672,479850.60211495036,571821.2407463305,501328.9971117452,559132.9768388628,531365.7292342007,544473.1715420906,582689.542432979,499925.50587986776,547233.5978919694,470586.1707698103,495079.525495757,487780.51866368856,489064.86186485505,537162.0436905194,726249.9999999978,583115.191564471,599395.3939552642,503850.842075143,509874.66568585037,455202.0769188553,445139.62380689266,440887.2021036744,576487.9317339313,545472.4137075978,496851.8774001384,555760.9763430576,503073.97901328234,484628.50141336187,505676.08737659175,483436.8250963415,439957.2048301193,468113.02956184547,386404.83478908014,391848.64881407877,462219.3804089753,439481.1044306676,429020.35981712653,587803.3608473939,651287.1263129109,559750.717769257,502308.05293329887,551584.9308785603,432255.0023257984,497608.75788502645,483762.41546957596,487053.21924254287,450637.9600755157,503389.1772415157,499511.7849334257,552136.6175455393,599763.7995886077,562859.9040394305,565077.4690139608,575598.030425969,532611.0368298267,520357.1765127786,501541.60879879084,382862.2407269572,520880.9733658946,516606.96450941206,531126.4657718393,505406.43572109164,522981.6774669719,552306.6842365013,524248.56112940365,518978.2018504851,0
MN36,345656.6292553074,415624.38248857774,396292.90601970104,359952.1488832185,346937.84267422947,366391.9309796163,414436.1860733933,413883.4629527909,402972.8473650883,423303.9185857386,442927.3127338721,418730.0517009964,349346.97553808126,331611.01712851087,332594.0083892736,327452.7576277264,334139.36372955894,351813.64999657136,339553.5674999858,364069.83342703193,384907.34213751066,411947.0914760289,434652.00393851905,297399.3107749835,356485.8248600922,320261.81135127274,355328.85058344627,351035.7017717956,362961.65680960263,378750.752563254,376130.2066739069,361573.12907215365,377344.971294409,403471.196512508,386868.725712514,383282.16617483215,354836.4569674226,398991.9181608857,392789.8711053877,351899.3130303781,350779.6138790479,350533.1445394944,386988.92852666223,386152.38603455777,396681.2338133499,417356.3022068622,355123.67375047517,375916.4729538865,365192.14065514924,412654.9351196871,390938.50328354666,362386.89130790334,339133.00337578356,460776.22242982156,418017.6057844097,413266.39966034744,385055.4997802627,438057.763825126,392158.57998393464,415103.0132136553,427112.827733185,383050.2137655361,394177.62251938117,380812.3937765207,436030.6775444133,438721.3225694569,506932.3252978887,449713.79107072175,434505.84925945144,431697.86584785726,486512.3057413078,472961.83401304984,450212.4887249392,534117.5084172008,457877.2157188358,468095.75765654846,393600.9915231493,424711.20486618136,447538.34796342236,577383.5670736495,488856.74870190566,555145.7350319744,554899.1609095152,522916.11428283807,602238.493938671,477519.72853183013,507454.1420277651,521181.3224242479,526706.2970692667,480317.9226698824,506464.529595793,506201.9977726488,479855.6275510406,524450.8628546346,574420.723708242,463604.26496802573,518701.5986105236,583710.1716442506,417191.45326202695,569557.1477887807,491200.39198981185,496104.48264273,540000.0,502477.5579369147,629767.4842545211,537345.8171302674,666147.300497839,574500.0,600329.9662370473,462766.46021945257,473361.5976045118,447497.24371247937,547797.7974520009,576652.5495084317,491792.8438074597,568639.5134705084,588917.0346725644,533558.5743424606,469362.5159795241,538811.3903581267,463973.76931187476,475146.33582392853,464296.3383920514,470104.546421417,436759.5027245008,464781.71397438814,429478.7510997541,539025.8118339792,625322.2246170121,602540.3770347184,540747.4203036553,568635.873951237,450465.41827309097,553297.7896964203,556086.652477907,492617.365316918,396784.9970226759,403906.5461389019,445468.0735881048,516652.64320103684,533393.9803443127,596746.8087279454,514682.1842613622,577329.5617263147,460973.42457991827,449031.9650418951,433327.92346975196,380740.5634531267,657500.0000000001,502307.54646409757,445919.1267495323,520990.10650192725,508925.4448844402,552198.1346693762,511289.22370046674,500720.2698346178,0
MN40,1088970.016585734,1004142.1783164408,957474.7488680074,973014.7925732338,992100.3870444933,930061.5570229182,943868.6627220259,978318.0372191982,994424.3317482463,958466.9966532637,986322.9301063973,921749.222106769,843558.806223308,909522.3703748562,976665.2115875215,902713.3486504345,1049961.1576872957,973412.9082478305,969123.2177538474,899981.088234234,986946.1101666857,908295.0902034144,900013.0014681539,845490.6526838653,991283.1108846273,982233.6955071724,971444.4158645145,909275.6033549322,941930.2906352226,933604.5542871758,965241.3684132267,968890.6292173305,986758.2276357689,958155.5613479662,894586.3654922305,922222.3458949983,996156.152932035,1040898.9538309668,1001400.9353349195,1013620.9394849655,936728.2295682755,937972.965797332,966252.1534699802,1037731.1779118164,988355.9459102567,936915.2282782058,946122.034700338,997307.6795664628,1083935.4772296257,1052818.6828880322,1019690.1876526452,970483.2645356585,960794.2643314926,1000875.1311573591,1033489.8959602504,1048486.9344968583,1037985.542345825,1007655.0662740703,999823.836046645,1067327.6178030414,1040700.6159805421,1025388.8371098634,1067168.56033416,1038225.9222961141,1030399.18751351,1020874.6690758414,1018664.5390062844,1089877.2511669996,1034576.7313992233,1053243.7379198254,1008288.1121658902,1084177.8803157746,1076074.6707037487,1000771.9237470435,985624.145256052,1001662.3582911091,1053397.488450094,1098207.874034115,1224802.7149085258,1113424.730638962,1131644.7179884624,1136574.4850301691,1045334.8204664735,1081549.0016089487,1025084.8301778043,1214270.5653422447,1054224.5591577464,1033842.0561607752,1046551.5261861258,1082678.31805017,1080716.989669165,1109327.898275956,1207447.2053873348,1181658.742631299,1062062.6826707127,1080778.8927654056,1077044.8471478862,1229990.421565355,1105697.8813904915,1096540.4033103494,1003421.5976230798,1255993.7493044212,1151987.935931284,1173801.2158363992,1216417.4122667522,1122718.5457017163,1102786.0835535582,1079290.6499075294,937819.147032022,1044505.7268154193,990679.0033724462,1135953.2750843866,1142216.3471388388,1196066.862502974,1218757.4984973338,1309163.472075162,1410828.7977140846,1030296.3546862353,1089773.9681188283,1053121.9378778632,987535.5138063086,1142395.282441933,994383.7915134067,937070.7200502796,1216052.4402897048,1114783.413869193,1043698.062203556,1114468.2674010918,1200624.518219354,1140954.9613728928,985840.8145512186,966883.5287495446,1051330.664596113,1353548.891188865,1216508.0752901589,1212603.9952384462,986433.5778527418,1175710.1268182117,1010072.2644937504,1098857.4574510406,1244436.192156656,1249382.1249319075,1131747.4344048346,1103445.3620315434,1202132.6055677328,1125439.1125235176,1023840.5435900374,992709.7440826397,1105083.9818360275,1177154.57954567,1069559.6246123335,1055558.5517946447,1052222.758607765,990476.9056404484,1052655.6348851644,1133781.8097639817,0
QN01,256246.9454608602,254850.13832179096,287193.28774301795,228635.1117534027,313982.85455096175,265606.5759230851,267775.4498770662,281223.0358582508,252250.79905133665,254876.4452924382,290715.80218766443,279523.8244963558,295703.81281710474,282244.3270721284,297515.68545535486,308570.0125726238,283544.5598234367,275114.9541551402,254074.1051220773,257521.727738956,237321.9696715578,295517.26968425256,175757.65379051474,248672.03822104147,299878.02228416735,303305.17208549846,267635.64681762515,344552.02677257155,293966.86842021917,321858.05785551574,295167.13937292236,279293.1266156108,293757.304823498,269956.83220312087,305365.817105782,323062.7711101103,319552.3067457482,271140.7106184801,313692.872337613,337828.1237996441,344946.88571626926,336537.0531363729,337769.4658871291,322323.253801707,328550.7009175848,320325.5489787031,322114.5988207971,368739.4012948394,277900.0720103567,316963.6231203915,328883.415032331,314090.92049002554,345965.4223029696,346178.2030194296,324701.4356248629,342926.69547962793,332344.46941182704,349178.11461014824,361907.2819940786,351066.5874383354,317805.35842159425,336942.62760123494,343480.6042610167,349142.32687534514,347866.26422874304,303608.97345760145,334041.86122327775,359500.6566207945,317871.66355055314,347901.240037016,412754.14910677343,368902.2260950056,332808.3564455264,329889.1453118713,376462.56249705603,347939.32986687106,339487.05505011923,380489.51312045497,343671.42185306526,374760.5903009231,396348.2831711958,390535.11762097426,306716.40747442836,355089.8010096627,351028.1431939321,350620.4789036267,322874.82045301836,377548.91305043956,365202.5711433922,390309.8438517953,390805.2072515511,333961.3906378633,401622.36593406973,344999.99999999977,361225.3614518398,362630.4044813315,318213.7091729418,515296.8486500902,483550.0000000001,414915.5916224619,407910.59290580323,470816.1307775953,401995.13812660996,410259.24025369686,465654.72190032806,533129.4752857587,485325.9659679993,490375.00388784695,418221.55942706735,420890.0667665871,452502.19722345576,504062.6144636686,404864.23091391666,436905.3665230107,468197.2224040474,488112.00016857334,502955.657293847,451532.5337766339,472690.0358416097,479261.1418492186,441055.4615461473,509025.25069821975,480934.2243164192,460074.8752629651,460008.0846089539,471522.87615288474,423182.06104921474,513307.8234114674,629904.5631648988,561365.2929772441,435783.5682117653,682308.5877038236,442777.9715746365,579200.5834120348,532959.4553575533,513201.1798296855,514143.8581298614,565550.8186584671,591118.3966540478,662202.8913995782,666880.3479207079,657541.2564894333,681418.1330538907,653380.3815522592,474133.69583560515,530548.9655663199,555033.4926954019,491270.4675030193,492127.0585558522,500200.21144539,487578.8172594822,566511.0715060229,560878.1739913868,585163.2626120566,584642.7818097877,606647.1426304558,1
QN02,381788.86893297645,319645.88976983225,336378.50548121805,365239.60092778597,391102.67256838287,287544.418403561,328624.9065781545,312637.60067093663,335073.19417249114,357897.3438232685,355093.73073272436,358916.0494721783,345716.85680829216,357191.7499349335,338392.6905853694,355281.7616239204,301142.511771969,325429.3605535504,333829.6878868904,313581.72752283345,323062.22617695737,360874.40799805307,274993.6490662914,352028.9455091713,359513.69802882243,278385.001939942,222316.63695047091,361083.4587963072,373828.3795130976,351399.4224291295,340993.76353201165,323503.5769925443,328211.25347827835,355975.15447884885,345584.93959184043,329345.53313344246,308367.89414906077,327907.73214733665,378843.84911530773,309191.52339204715,329891.8011468306,363750.91842530534,365553.41201198095,347385.0929201528,379481.971769979,381616.32695163373,381412.48359795567,360930.79245041107,378775.2614588052,369567.64322155213,388846.07196151774,385627.6797927013,354763.48624681274,373191.4960228743,370359.34235886025,373261.06266425236,402848.7951367851,405795.76023156417,372680.7263002815,392294.0285301956,371909.0986909989,374195.69227230205,391920.2728640532,387892.7390574204,330519.0421064076,328364.9549846513,331584.3435531569,399919.4753656111,353947.7391249182,378131.55288757285,383724.8024335272,351294.49847866065,360000.0000000001,390657.8674509288,408994.1135651388,422466.5167407793,382275.1595081861,373076.8021248907,404767.1410148562,416191.0176746377,411778.2435409742,445000.00000000006,447357.8220954756,424415.45814582054,446504.9638418795,433292.95933209447,458614.04474672215,417261.23978427355,399546.65751670446,436532.95474722737,388002.39712489943,384743.61544382817,452779.8423296814,464558.5368595115,461258.2910673662,525058.2558676191,428004.5327168997,461950.47454467486,456618.468148908,477757.3197431603,401358.0826139424,502251.7861996983,450999.9999999999,418489.2664342779,503311.14248426177,509707.87026633817,600930.0692115988,508510.26275181735,390556.964058634,538160.5089561254,496686.20588169864,555575.3916712156,422750.83482853475,440138.7192518237,516353.74877936026,485799.69062788785,508399.4844630284,503659.71370976494,615710.5851875606,499372.79029050085,447340.31199775473,582179.2756131317,647332.9140203616,598849.4503252476,548901.9460186608,545555.5918667541,557479.3007544115,478239.67048378073,637584.9694223295,663092.0718720641,535666.6655410578,720390.4993216816,508810.14190647856,698047.7287673255,613849.2646046437,630704.2127612783,549042.0548413303,597661.4269265728,611785.2210482412,668874.7466002475,671662.2035320341,729321.3354593305,665146.0520115718,670741.138868948,582864.2534481934,547178.9077343417,532430.1043410561,568373.2598309381,543398.5240732287,576491.3432023647,540736.153880548,576402.2313005496,572994.347143649,725173.0401723804,614854.6614405552,638908.6258617914,0
